
"* 통계표ID : DT_1IN1002"
"* 통계표명 : 인구, 가구 및 주택 - 읍면동"
"* 수록기간 : ( 5년 : 2010 ~ 2010 )"
"* 출처 : 통계청 조사관리국 인구총조사과"
"* 파일생성일자 : 2013/08/29 16:50:19"

[주석 정보]
"통계표","주1) 가구형태"
,"
       - 일반가구(가구구분 항목 ①~④, 일반가구 내 외국인도 포함)"
,"
         ? 가족으로 이루어진 가구"
,"
         ? 가족과 5인 이하의 남남이 함께 사는 가구"
,"
         ? 1인가구"
,"
         ? 가족이 아닌 남남끼리 함께 사는 5인 이하의 가구"
,"
       - 집단가구"
,"
         ? 비혈연 6인 이상 가구 : 가족이 아닌 남남끼리 함께 사는 6인 이상의 가구(가구구분 항목 ⑤)"
,"
         ? 집단시설가구 : 기숙사나 노인요양시설?보육원 등 사회시설에 집단으로 살고 있는 가구"
,"
       - 외국인가구 : 외국인으로만 구성된 가구"
,"
 주2) 주택이외의 거처에는 오피스텔, 호텔·여관 등 숙박업소의 객실, 기숙사 및 특수 사회시설, 판잣집·비닐하우스 등이 있음"
,"
 주3) 파주시 진동면(3120021)의 (인구/가구/주택)은 파주시 군내면(3120038)에 포함"

[분류/항목 정보]
분류코드,분류/항목명,분류값,분류값명,단위,가중치
"'A","행정구역별(읍면동)","'3205054","상장동",,
"'A","행정구역별(읍면동)","'3205055","구문소동",,
"'A","행정구역별(읍면동)","'3205056","장성동",,
"'A","행정구역별(읍면동)","'3205058","철암동",,
"'A","행정구역별(읍면동)","'3205062","문곡소도동",,
"'A","행정구역별(읍면동)","'32060","속초시",,
"'A","행정구역별(읍면동)","'3206051","영랑동",,
"'A","행정구역별(읍면동)","'3206052","동명동",,
"'A","행정구역별(읍면동)","'3206054","금호동",,
"'A","행정구역별(읍면동)","'3206056","교동",,
"'A","행정구역별(읍면동)","'3206057","노학동",,
"'A","행정구역별(읍면동)","'3206058","조양동",,
"'A","행정구역별(읍면동)","'3206059","청호동",,
"'A","행정구역별(읍면동)","'3206060","대포동",,
"'A","행정구역별(읍면동)","'32070","삼척시",,
"'A","행정구역별(읍면동)","'3207011","도계읍",,
"'A","행정구역별(읍면동)","'3207012","원덕읍",,
"'A","행정구역별(읍면동)","'3207031","근덕면",,
"'A","행정구역별(읍면동)","'3207032","하장면",,
"'A","행정구역별(읍면동)","'3207033","노곡면",,
"'A","행정구역별(읍면동)","'3207034","미로면",,
"'A","행정구역별(읍면동)","'3207035","가곡면",,
"'A","행정구역별(읍면동)","'3207036","신기면",,
"'A","행정구역별(읍면동)","'3207051","남양동",,
"'A","행정구역별(읍면동)","'3207052","성내동",,
"'A","행정구역별(읍면동)","'3207053","교동",,
"'A","행정구역별(읍면동)","'3207054","정라동",,
"'A","행정구역별(읍면동)","'32310","홍천군",,
"'A","행정구역별(읍면동)","'3231011","홍천읍",,
"'A","행정구역별(읍면동)","'3231031","화촌면",,
"'A","행정구역별(읍면동)","'3231032","두촌면",,
"'A","행정구역별(읍면동)","'3231033","내촌면",,
"'A","행정구역별(읍면동)","'3231034","서석면",,
"'A","행정구역별(읍면동)","'3231035","동면",,
"'A","행정구역별(읍면동)","'3231036","남면",,
"'A","행정구역별(읍면동)","'3231037","서면",,
"'A","행정구역별(읍면동)","'3231038","북방면",,
"'A","행정구역별(읍면동)","'3231039","내면",,
"'A","행정구역별(읍면동)","'32320","횡성군",,
"'A","행정구역별(읍면동)","'3232011","횡성읍",,
"'A","행정구역별(읍면동)","'3232031","우천면",,
"'A","행정구역별(읍면동)","'3232032","안흥면",,
"'A","행정구역별(읍면동)","'3232033","둔내면",,
"'A","행정구역별(읍면동)","'3232034","갑천면",,
"'A","행정구역별(읍면동)","'3232035","청일면",,
"'A","행정구역별(읍면동)","'3232036","공근면",,
"'A","행정구역별(읍면동)","'3232037","서원면",,
"'A","행정구역별(읍면동)","'3232038","강림면",,
"'A","행정구역별(읍면동)","'32330","영월군",,
"'A","행정구역별(읍면동)","'3233011","영월읍",,
"'A","행정구역별(읍면동)","'3233012","상동읍",,
"'A","행정구역별(읍면동)","'3233031","중동면",,
"'A","행정구역별(읍면동)","'3233033","북면",,
"'A","행정구역별(읍면동)","'3233034","남면",,
"'A","행정구역별(읍면동)","'3233036","주천면",,
"'A","행정구역별(읍면동)","'3233037","수주면",,
"'A","행정구역별(읍면동)","'3233038","김삿갓면",,
"'A","행정구역별(읍면동)","'3233039","한반도면",,
"'A","행정구역별(읍면동)","'32340","평창군",,
"'A","행정구역별(읍면동)","'3234011","평창읍",,
"'A","행정구역별(읍면동)","'3234031","미탄면",,
"'A","행정구역별(읍면동)","'3234032","방림면",,
"'A","행정구역별(읍면동)","'3234033","대화면",,
"'A","행정구역별(읍면동)","'3234034","봉평면",,
"'A","행정구역별(읍면동)","'3234035","용평면",,
"'A","행정구역별(읍면동)","'3234036","진부면",,
"'A","행정구역별(읍면동)","'3234037","대관령면",,
"'A","행정구역별(읍면동)","'32350","정선군",,
"'A","행정구역별(읍면동)","'3235011","정선읍",,
"'A","행정구역별(읍면동)","'3235012","고한읍",,
"'A","행정구역별(읍면동)","'3235013","사북읍",,
"'A","행정구역별(읍면동)","'3235014","신동읍",,
"'A","행정구역별(읍면동)","'3235032","남면",,
"'A","행정구역별(읍면동)","'3235034","북평면",,
"'A","행정구역별(읍면동)","'3235035","임계면",,
"'A","행정구역별(읍면동)","'3235036","화암면",,
"'A","행정구역별(읍면동)","'3235037","여량면",,
"'A","행정구역별(읍면동)","'32360","철원군",,
"'A","행정구역별(읍면동)","'3236011","철원읍",,
"'A","행정구역별(읍면동)","'3236012","김화읍",,
"'A","행정구역별(읍면동)","'3236013","갈말읍",,
"'A","행정구역별(읍면동)","'3236014","동송읍",,
"'A","행정구역별(읍면동)","'3236021","근북면",,
"'A","행정구역별(읍면동)","'3236031","서면",,
"'A","행정구역별(읍면동)","'3236032","근남면",,
"'A","행정구역별(읍면동)","'32370","화천군",,
"'A","행정구역별(읍면동)","'3237011","화천읍",,
"'A","행정구역별(읍면동)","'3237031","간동면",,
"'A","행정구역별(읍면동)","'3237032","하남면",,
"'A","행정구역별(읍면동)","'3237033","상서면",,
"'A","행정구역별(읍면동)","'3237034","사내면",,
"'A","행정구역별(읍면동)","'32380","양구군",,
"'A","행정구역별(읍면동)","'3238011","양구읍",,
"'A","행정구역별(읍면동)","'3238031","남면",,
"'A","행정구역별(읍면동)","'3238032","동면",,
"'A","행정구역별(읍면동)","'3238033","방산면",,
"'A","행정구역별(읍면동)","'3238034","해안면",,
"'A","행정구역별(읍면동)","'32390","인제군",,
"'A","행정구역별(읍면동)","'3239011","인제읍",,
"'A","행정구역별(읍면동)","'3239031","남면",,
"'A","행정구역별(읍면동)","'3239032","북면",,
"'A","행정구역별(읍면동)","'3239033","기린면",,
"'A","행정구역별(읍면동)","'3239034","서화면",,
"'A","행정구역별(읍면동)","'3239035","상남면",,
"'A","행정구역별(읍면동)","'32400","고성군",,
"'A","행정구역별(읍면동)","'3240011","간성읍",,
"'A","행정구역별(읍면동)","'3240012","거진읍",,
"'A","행정구역별(읍면동)","'3240031","현내면",,
"'A","행정구역별(읍면동)","'3240032","죽왕면",,
"'A","행정구역별(읍면동)","'3240033","토성면",,
"'A","행정구역별(읍면동)","'32410","양양군",,
"'A","행정구역별(읍면동)","'3241011","양양읍",,
"'A","행정구역별(읍면동)","'3241031","서면",,
"'A","행정구역별(읍면동)","'3241032","손양면",,
"'A","행정구역별(읍면동)","'3241033","현북면",,
"'A","행정구역별(읍면동)","'3241034","현남면",,
"'A","행정구역별(읍면동)","'3241035","강현면",,
"'A","행정구역별(읍면동)","'33","충청북도",,
"'A","행정구역별(읍면동)","'33003","동부",,
"'A","행정구역별(읍면동)","'33004","읍부",,
"'A","행정구역별(읍면동)","'33005","면부",,
"'A","행정구역별(읍면동)","'33010","청주시",,
"'A","행정구역별(읍면동)","'33011","상당구",,
"'A","행정구역별(읍면동)","'3301151","중앙동",,
"'A","행정구역별(읍면동)","'3301152","성안동",,
"'A","행정구역별(읍면동)","'3301158","우암동",,
"'A","행정구역별(읍면동)","'3301159","내덕1동",,
"'A","행정구역별(읍면동)","'3301160","내덕2동",,
"'A","행정구역별(읍면동)","'3301161","율량·사천동",,
"'A","행정구역별(읍면동)","'3301162","탑·대성동",,
"'A","행정구역별(읍면동)","'3301163","영운동",,
"'A","행정구역별(읍면동)","'3301164","금천동",,
"'A","행정구역별(읍면동)","'3301165","용담·명암·산성동",,
"'A","행정구역별(읍면동)","'3301166","용암1동",,
"'A","행정구역별(읍면동)","'3301167","오근장동",,
"'A","행정구역별(읍면동)","'3301168","용암2동",,
"'A","행정구역별(읍면동)","'33012","흥덕구",,
"'A","행정구역별(읍면동)","'3301251","사직1동",,
"'A","행정구역별(읍면동)","'3301252","사직2동",,
"'A","행정구역별(읍면동)","'3301253","사창동",,
"'A","행정구역별(읍면동)","'3301254","모충동",,
"'A","행정구역별(읍면동)","'3301255","운천·신봉동",,
"'A","행정구역별(읍면동)","'3301257","수곡1동",,
"'A","행정구역별(읍면동)","'3301258","수곡2동",,
"'A","행정구역별(읍면동)","'3301259","성화·개신·죽림동",,
"'A","행정구역별(읍면동)","'3301260","복대1동",,
"'A","행정구역별(읍면동)","'3301261","복대2동",,
"'A","행정구역별(읍면동)","'3301262","가경동",,
"'A","행정구역별(읍면동)","'3301263","봉명1동",,
"'A","행정구역별(읍면동)","'3301264","봉명2·송정동",,
"'A","행정구역별(읍면동)","'3301265","강서1동",,
"'A","행정구역별(읍면동)","'3301266","강서2동",,
"'A","행정구역별(읍면동)","'3301267","산남동",,
"'A","행정구역별(읍면동)","'3301268","분평동",,
"'A","행정구역별(읍면동)","'33020","충주시",,
"'A","행정구역별(읍면동)","'3302011","주덕읍",,
"'A","행정구역별(읍면동)","'3302031","살미면",,
"'A","행정구역별(읍면동)","'3302032","수안보면",,
"'A","행정구역별(읍면동)","'3302033","이류면",,
"'A","행정구역별(읍면동)","'3302034","신니면",,
"'A","행정구역별(읍면동)","'3302035","노은면",,
"'A","행정구역별(읍면동)","'3302036","앙성면",,
"'A","행정구역별(읍면동)","'3302037","가금면",,
"'A","행정구역별(읍면동)","'3302038","금가면",,
"'A","행정구역별(읍면동)","'3302039","동량면",,
"'A","행정구역별(읍면동)","'3302040","산척면",,
"'A","행정구역별(읍면동)","'3302041","엄정면",,
"'A","행정구역별(읍면동)","'3302042","소태면",,
"'A","행정구역별(읍면동)","'3302051","성내·충인동",,
"'A","행정구역별(읍면동)","'3302053","교현·안림동",,
"'A","행정구역별(읍면동)","'3302054","교현2동",,
"'A","행정구역별(읍면동)","'3302055","용산동",,
"'A","행정구역별(읍면동)","'3302056","지현동",,
"'A","행정구역별(읍면동)","'3302057","문화동",,
"'A","행정구역별(읍면동)","'3302058","호암·직동",,
"'A","행정구역별(읍면동)","'3302060","달천동",,
"'A","행정구역별(읍면동)","'3302061","봉방동",,
"'A","행정구역별(읍면동)","'3302062","칠금·금릉동",,
"'A","행정구역별(읍면동)","'3302063","연수동",,
"'A","행정구역별(읍면동)","'3302064","목행·용탄동",,
"'A","행정구역별(읍면동)","'33030","제천시",,
"'A","행정구역별(읍면동)","'3303011","봉양읍",,
"'A","행정구역별(읍면동)","'3303031","금성면",,
"'A","행정구역별(읍면동)","'3303032","청풍면",,
"'A","행정구역별(읍면동)","'3303033","수산면",,
"'A","행정구역별(읍면동)","'3303034","덕산면",,
"'A","행정구역별(읍면동)","'3303035","한수면",,
"'A","행정구역별(읍면동)","'3303036","백운면",,
"'A","행정구역별(읍면동)","'3303037","송학면",,
"'A","행정구역별(읍면동)","'3303051","교동",,
"'A","행정구역별(읍면동)","'3303056","용두동",,
"'A","행정구역별(읍면동)","'3303059","청전동",,
"'A","행정구역별(읍면동)","'3303060","화산동",,
"'A","행정구역별(읍면동)","'3303063","고암·모산동",,
"'A","행정구역별(읍면동)","'3303064","중앙·의림·명동",,
"'A","행정구역별(읍면동)","'3303065","남천·동현동",,
"'A","행정구역별(읍면동)","'3303066","서부·영천동",,
"'A","행정구역별(읍면동)","'3303067","신백·두학동",,
"'A","행정구역별(읍면동)","'33310","청원군",,
"'A","행정구역별(읍면동)","'3331011","내수읍",,
"'A","행정구역별(읍면동)","'3331012","오창읍",,
"'A","행정구역별(읍면동)","'3331031","낭성면",,
"'A","행정구역별(읍면동)","'3331032","미원면",,
"'A","행정구역별(읍면동)","'3331033","가덕면",,
"'A","행정구역별(읍면동)","'3331034","남일면",,
"'A","행정구역별(읍면동)","'3331035","남이면",,
"'A","행정구역별(읍면동)","'3331036","문의면",,
"'A","행정구역별(읍면동)","'3331037","현도면",,
"'A","행정구역별(읍면동)","'3331038","부용면",,
"'A","행정구역별(읍면동)","'3331039","강내면",,
"'A","행정구역별(읍면동)","'3331040","강외면",,
"'A","행정구역별(읍면동)","'3331041","옥산면",,
"'A","행정구역별(읍면동)","'3331043","북이면",,
"'A","행정구역별(읍면동)","'33320","보은군",,
"'A","행정구역별(읍면동)","'3332011","보은읍",,
"'A","행정구역별(읍면동)","'3332031","속리산면",,
"'A","행정구역별(읍면동)","'3332032","장안면",,
"'A","행정구역별(읍면동)","'3332033","마로면",,
"'A","행정구역별(읍면동)","'3332034","탄부면",,
"'A","행정구역별(읍면동)","'3332035","삼승면",,
"'A","행정구역별(읍면동)","'3332036","수한면",,
"'A","행정구역별(읍면동)","'3332037","회남면",,
"'A","행정구역별(읍면동)","'3332038","회인면",,
"'A","행정구역별(읍면동)","'3332039","내북면",,
"'A","행정구역별(읍면동)","'3332040","산외면",,
"'A","행정구역별(읍면동)","'33330","옥천군",,
"'A","행정구역별(읍면동)","'3333011","옥천읍",,
"'A","행정구역별(읍면동)","'3333031","동이면",,
"'A","행정구역별(읍면동)","'3333032","안남면",,
"'A","행정구역별(읍면동)","'3333033","안내면",,
"'A","행정구역별(읍면동)","'3333034","청성면",,
"'A","행정구역별(읍면동)","'3333035","청산면",,
"'A","행정구역별(읍면동)","'3333036","이원면",,
"'A","행정구역별(읍면동)","'3333037","군서면",,
"'A","행정구역별(읍면동)","'3333038","군북면",,
"'A","행정구역별(읍면동)","'33340","영동군",,
"'A","행정구역별(읍면동)","'3334011","영동읍",,
"'A","행정구역별(읍면동)","'3334031","용산면",,
"'A","행정구역별(읍면동)","'3334032","황간면",,
"'A","행정구역별(읍면동)","'3334033","추풍령면",,
"'A","행정구역별(읍면동)","'3334034","매곡면",,
"'A","행정구역별(읍면동)","'3334035","상촌면",,
"'A","행정구역별(읍면동)","'3334036","양강면",,
"'A","행정구역별(읍면동)","'3334037","용화면",,
"'A","행정구역별(읍면동)","'3334038","학산면",,
"'A","행정구역별(읍면동)","'3334039","양산면",,
"'A","행정구역별(읍면동)","'3334040","심천면",,
"'A","행정구역별(읍면동)","'33350","진천군",,
"'A","행정구역별(읍면동)","'3335011","진천읍",,
"'A","행정구역별(읍면동)","'3335031","덕산면",,
"'A","행정구역별(읍면동)","'3335032","초평면",,
"'A","행정구역별(읍면동)","'3335033","문백면",,
"'A","행정구역별(읍면동)","'3335034","백곡면",,
"'A","행정구역별(읍면동)","'3335035","이월면",,
"'A","행정구역별(읍면동)","'3335036","광혜원면",,
"'A","행정구역별(읍면동)","'33360","괴산군",,
"'A","행정구역별(읍면동)","'3336011","괴산읍",,
"'A","행정구역별(읍면동)","'3336031","감물면",,
"'A","행정구역별(읍면동)","'3336032","장연면",,
"'A","행정구역별(읍면동)","'3336033","연풍면",,
"'A","행정구역별(읍면동)","'3336034","칠성면",,
"'A","행정구역별(읍면동)","'3336035","문광면",,
"'A","행정구역별(읍면동)","'3336036","청천면",,
"'A","행정구역별(읍면동)","'3336037","청안면",,
"'A","행정구역별(읍면동)","'3336038","사리면",,
"'A","행정구역별(읍면동)","'3336039","소수면",,
"'A","행정구역별(읍면동)","'3336040","불정면",,
"'A","행정구역별(읍면동)","'33370","음성군",,
"'A","행정구역별(읍면동)","'3337011","음성읍",,
"'A","행정구역별(읍면동)","'3337012","금왕읍",,
"'A","행정구역별(읍면동)","'3337031","소이면",,
"'A","행정구역별(읍면동)","'3337032","원남면",,
"'A","행정구역별(읍면동)","'3337033","맹동면",,
"'A","행정구역별(읍면동)","'3337034","대소면",,
"'A","행정구역별(읍면동)","'3337035","삼성면",,
"'A","행정구역별(읍면동)","'3337036","생극면",,
"'A","행정구역별(읍면동)","'3337037","감곡면",,
"'A","행정구역별(읍면동)","'33380","단양군",,
"'A","행정구역별(읍면동)","'3338011","단양읍",,
"'A","행정구역별(읍면동)","'3338012","매포읍",,
"'A","행정구역별(읍면동)","'3338031","단성면",,
"'A","행정구역별(읍면동)","'3338032","대강면",,
"'A","행정구역별(읍면동)","'3338033","가곡면",,
"'A","행정구역별(읍면동)","'3338034","영춘면",,
"'A","행정구역별(읍면동)","'3338035","어상천면",,
"'A","행정구역별(읍면동)","'3338036","적성면",,
"'A","행정구역별(읍면동)","'33390","증평군",,
"'A","행정구역별(읍면동)","'3339014","증평읍",,
"'A","행정구역별(읍면동)","'3339031","도안면",,
"'A","행정구역별(읍면동)","'34","충청남도",,
"'A","행정구역별(읍면동)","'34003","동부",,
"'A","행정구역별(읍면동)","'34004","읍부",,
"'A","행정구역별(읍면동)","'34005","면부",,
"'A","행정구역별(읍면동)","'34010","천안시",,
"'A","행정구역별(읍면동)","'34011","동남구",,
"'A","행정구역별(읍면동)","'3401111","목천읍",,
"'A","행정구역별(읍면동)","'3401131","풍세면",,
"'A","행정구역별(읍면동)","'3401132","광덕면",,
"'A","행정구역별(읍면동)","'3401133","북면",,
"'A","행정구역별(읍면동)","'3401134","성남면",,
"'A","행정구역별(읍면동)","'3401135","수신면",,
"'A","행정구역별(읍면동)","'3401136","병천면",,
"'A","행정구역별(읍면동)","'3401137","동면",,
"'A","행정구역별(읍면동)","'3401151","중앙동",,
"'A","행정구역별(읍면동)","'3401152","문성동",,
"'A","행정구역별(읍면동)","'3401153","원성1동",,
"'A","행정구역별(읍면동)","'3401154","원성2동",,
"'A","행정구역별(읍면동)","'3401155","봉명동",,
"'A","행정구역별(읍면동)","'3401156","일봉동",,
"'A","행정구역별(읍면동)","'3401157","신방동",,
"'A","행정구역별(읍면동)","'3401158","청룡동",,
"'A","행정구역별(읍면동)","'3401159","신안동",,
"'A","행정구역별(읍면동)","'34012","서북구",,
"'A","행정구역별(읍면동)","'3401211","성환읍",,
"'A","행정구역별(읍면동)","'3401212","성거읍",,
"'A","행정구역별(읍면동)","'3401213","직산읍",,
"'A","행정구역별(읍면동)","'3401231","입장면",,
"'A","행정구역별(읍면동)","'3401251","성정1동",,
"'A","행정구역별(읍면동)","'3401252","성정2동",,
"'A","행정구역별(읍면동)","'3401253","쌍용1동",,
"'A","행정구역별(읍면동)","'3401254","쌍용2동",,
"'A","행정구역별(읍면동)","'3401255","쌍용3동",,
"'A","행정구역별(읍면동)","'3401256","백석동",,
"'A","행정구역별(읍면동)","'3401257","부성동",,
"'A","행정구역별(읍면동)","'34020","공주시",,
"'A","행정구역별(읍면동)","'3402011","유구읍",,
"'A","행정구역별(읍면동)","'3402031","이인면",,
"'A","행정구역별(읍면동)","'3402032","탄천면",,
"'A","행정구역별(읍면동)","'3402033","계룡면",,
"'A","행정구역별(읍면동)","'3402034","반포면",,
"'A","행정구역별(읍면동)","'3402035","장기면",,
"'A","행정구역별(읍면동)","'3402036","의당면",,
"'A","행정구역별(읍면동)","'3402037","정안면",,
"'A","행정구역별(읍면동)","'3402038","우성면",,
"'A","행정구역별(읍면동)","'3402039","사곡면",,
"'A","행정구역별(읍면동)","'3402040","신풍면",,
"'A","행정구역별(읍면동)","'3402051","중학동",,
"'A","행정구역별(읍면동)","'3402055","금학동",,
"'A","행정구역별(읍면동)","'3402056","옥룡동",,
"'A","행정구역별(읍면동)","'3402057","신관동",,
"'A","행정구역별(읍면동)","'3402058","웅진동",,
"'A","행정구역별(읍면동)","'34030","보령시",,
"'A","행정구역별(읍면동)","'3403011","웅천읍",,
"'A","행정구역별(읍면동)","'3403031","주포면",,
"'A","행정구역별(읍면동)","'3403032","주교면",,
"'A","행정구역별(읍면동)","'3403033","오천면",,
"'A","행정구역별(읍면동)","'3403034","천북면",,
"'A","행정구역별(읍면동)","'3403035","청소면",,
"'A","행정구역별(읍면동)","'3403036","청라면",,
"'A","행정구역별(읍면동)","'3403037","남포면",,
"'A","행정구역별(읍면동)","'3403038","주산면",,
"'A","행정구역별(읍면동)","'3403039","미산면",,
"'A","행정구역별(읍면동)","'3403040","성주면",,
"'A","행정구역별(읍면동)","'3403051","대천1동",,
"'A","행정구역별(읍면동)","'3403052","대천2동",,
"'A","행정구역별(읍면동)","'3403053","대천3동",,
"'A","행정구역별(읍면동)","'3403054","대천4동",,
"'A","행정구역별(읍면동)","'3403056","대천5동",,
"'A","행정구역별(읍면동)","'34040","아산시",,
"'A","행정구역별(읍면동)","'3404011","염치읍",,
"'A","행정구역별(읍면동)","'3404012","배방읍",,
"'A","행정구역별(읍면동)","'3404031","송악면",,
"'A","행정구역별(읍면동)","'3404033","탕정면",,
"'A","행정구역별(읍면동)","'3404034","음봉면",,
"'A","행정구역별(읍면동)","'3404035","둔포면",,
"'A","행정구역별(읍면동)","'3404036","영인면",,
"'A","행정구역별(읍면동)","'3404037","인주면",,
"'A","행정구역별(읍면동)","'3404038","선장면",,
"'A","행정구역별(읍면동)","'3404039","도고면",,
"'A","행정구역별(읍면동)","'3404040","신창면",,
"'A","행정구역별(읍면동)","'3404051","온양1동",,
"'A","행정구역별(읍면동)","'3404052","온양2동",,
"'A","행정구역별(읍면동)","'3404053","온양3동",,
"'A","행정구역별(읍면동)","'3404054","온양4동",,
"'A","행정구역별(읍면동)","'3404055","온양5동",,
"'A","행정구역별(읍면동)","'3404056","온양6동",,
"'A","행정구역별(읍면동)","'34050","서산시",,
"'A","행정구역별(읍면동)","'3405011","대산읍",,
"'A","행정구역별(읍면동)","'3405031","인지면",,
"'A","행정구역별(읍면동)","'3405032","부석면",,
"'A","행정구역별(읍면동)","'3405033","팔봉면",,
"'A","행정구역별(읍면동)","'3405034","지곡면",,
"'A","행정구역별(읍면동)","'3405035","성연면",,
"'A","행정구역별(읍면동)","'3405036","음암면",,
"'A","행정구역별(읍면동)","'3405037","운산면",,
"'A","행정구역별(읍면동)","'3405038","해미면",,
"'A","행정구역별(읍면동)","'3405039","고북면",,
"'A","행정구역별(읍면동)","'3405051","부춘동",,
"'A","행정구역별(읍면동)","'3405052","동문1동",,
"'A","행정구역별(읍면동)","'3405053","동문2동",,
"'A","행정구역별(읍면동)","'3405054","수석동",,
"'A","행정구역별(읍면동)","'3405055","석남동",,
"'A","행정구역별(읍면동)","'34060","논산시",,
"'A","행정구역별(읍면동)","'3406011","강경읍",,
"'A","행정구역별(읍면동)","'3406012","연무읍",,
"'A","행정구역별(읍면동)","'3406031","성동면",,
"'A","행정구역별(읍면동)","'3406032","광석면",,
"'A","행정구역별(읍면동)","'3406033","노성면",,
"'A","행정구역별(읍면동)","'3406034","상월면",,
"'A","행정구역별(읍면동)","'3406035","부적면",,
"'A","행정구역별(읍면동)","'3406036","연산면",,
"'A","행정구역별(읍면동)","'3406037","벌곡면",,
"'A","행정구역별(읍면동)","'3406038","양촌면",,
"'A","행정구역별(읍면동)","'3406039","가야곡면",,
"'A","행정구역별(읍면동)","'3406040","은진면",,
"'A","행정구역별(읍면동)","'3406041","채운면",,
"'A","행정구역별(읍면동)","'3406051","취암동",,
"'A","행정구역별(읍면동)","'3406052","부창동",,
"'A","행정구역별(읍면동)","'34070","계룡시",,
"'A","행정구역별(읍면동)","'3407031","두마면",,
"'A","행정구역별(읍면동)","'3407033","엄사면",,
"'A","행정구역별(읍면동)","'3407034","신도안면",,
"'A","행정구역별(읍면동)","'3407051","금암동",,
"'A","행정구역별(읍면동)","'34310","금산군",,
"'A","행정구역별(읍면동)","'3431011","금산읍",,
"'A","행정구역별(읍면동)","'3431031","금성면",,
"'A","행정구역별(읍면동)","'3431032","제원면",,
"'A","행정구역별(읍면동)","'3431033","부리면",,
"'A","행정구역별(읍면동)","'3431034","군북면",,
"'A","행정구역별(읍면동)","'3431035","남일면",,
"'A","행정구역별(읍면동)","'3431036","남이면",,
"'A","행정구역별(읍면동)","'3431037","진산면",,
"'A","행정구역별(읍면동)","'3431038","복수면",,
"'A","행정구역별(읍면동)","'3431039","추부면",,
"'A","행정구역별(읍면동)","'34320","연기군",,
"'A","행정구역별(읍면동)","'3432011","조치원읍",,
"'A","행정구역별(읍면동)","'3432031","동면",,
"'A","행정구역별(읍면동)","'3432032","서면",,
"'A","행정구역별(읍면동)","'3432033","남면",,
"'A","행정구역별(읍면동)","'3432034","금남면",,
"'A","행정구역별(읍면동)","'3432035","전의면",,
"'A","행정구역별(읍면동)","'3432036","전동면",,
"'A","행정구역별(읍면동)","'3432037","소정면",,
"'A","행정구역별(읍면동)","'34330","부여군",,
"'A","행정구역별(읍면동)","'3433011","부여읍",,
"'A","행정구역별(읍면동)","'3433031","규암면",,
"'A","행정구역별(읍면동)","'3433032","은산면",,
"'A","행정구역별(읍면동)","'3433033","외산면",,
"'A","행정구역별(읍면동)","'3433034","내산면",,
"'A","행정구역별(읍면동)","'3433035","구룡면",,
"'A","행정구역별(읍면동)","'3433036","홍산면",,
"'A","행정구역별(읍면동)","'3433037","옥산면",,
"'A","행정구역별(읍면동)","'3433038","남면",,
"'A","행정구역별(읍면동)","'3433039","충화면",,
"'A","행정구역별(읍면동)","'3433040","양화면",,
"'A","행정구역별(읍면동)","'3433041","임천면",,
"'A","행정구역별(읍면동)","'3433042","장암면",,
"'A","행정구역별(읍면동)","'3433043","세도면",,
"'A","행정구역별(읍면동)","'3433044","석성면",,
"'A","행정구역별(읍면동)","'3433045","초촌면",,
"'A","행정구역별(읍면동)","'34340","서천군",,
"'A","행정구역별(읍면동)","'3434011","장항읍",,
"'A","행정구역별(읍면동)","'3434012","서천읍",,
"'A","행정구역별(읍면동)","'3434031","마서면",,
"'A","행정구역별(읍면동)","'3434032","화양면",,
"'A","행정구역별(읍면동)","'3434033","기산면",,
"'A","행정구역별(읍면동)","'3434034","한산면",,
"'A","행정구역별(읍면동)","'3434035","마산면",,
"'A","행정구역별(읍면동)","'3434036","시초면",,
"'A","행정구역별(읍면동)","'3434037","문산면",,
"'A","행정구역별(읍면동)","'3434038","판교면",,
"'A","행정구역별(읍면동)","'3434039","종천면",,
"'A","행정구역별(읍면동)","'3434040","비인면",,
"'A","행정구역별(읍면동)","'3434041","서면",,
"'A","행정구역별(읍면동)","'34350","청양군",,
"'A","행정구역별(읍면동)","'3435011","청양읍",,
"'A","행정구역별(읍면동)","'3435031","운곡면",,
"'A","행정구역별(읍면동)","'3435032","대치면",,
"'A","행정구역별(읍면동)","'3435033","정산면",,
"'A","행정구역별(읍면동)","'3435034","목면",,
"'A","행정구역별(읍면동)","'3435035","청남면",,
"'A","행정구역별(읍면동)","'3435036","장평면",,
"'A","행정구역별(읍면동)","'3435037","남양면",,
"'A","행정구역별(읍면동)","'3435038","화성면",,
"'A","행정구역별(읍면동)","'3435039","비봉면",,
"'A","행정구역별(읍면동)","'34360","홍성군",,
"'A","행정구역별(읍면동)","'3436011","홍성읍",,
"'A","행정구역별(읍면동)","'3436012","광천읍",,
"'A","행정구역별(읍면동)","'3436031","홍북면",,
"'A","행정구역별(읍면동)","'3436032","금마면",,
"'A","행정구역별(읍면동)","'3436033","홍동면",,
"'A","행정구역별(읍면동)","'3436034","장곡면",,
"'A","행정구역별(읍면동)","'3436035","은하면",,
"'A","행정구역별(읍면동)","'3436036","결성면",,
"'A","행정구역별(읍면동)","'3436037","서부면",,
"'A","행정구역별(읍면동)","'3436038","갈산면",,
"'A","행정구역별(읍면동)","'3436039","구항면",,
