
"* 통계표ID : DT_1IN1002"
"* 통계표명 : 인구, 가구 및 주택 - 읍면동"
"* 수록기간 : ( 5년 : 2010 ~ 2010 )"
"* 출처 : 통계청 조사관리국 인구총조사과"
"* 파일생성일자 : 2013/08/29 16:50:19"

[주석 정보]
"통계표","주1) 가구형태"
,"
       - 일반가구(가구구분 항목 ①~④, 일반가구 내 외국인도 포함)"
,"
         ? 가족으로 이루어진 가구"
,"
         ? 가족과 5인 이하의 남남이 함께 사는 가구"
,"
         ? 1인가구"
,"
         ? 가족이 아닌 남남끼리 함께 사는 5인 이하의 가구"
,"
       - 집단가구"
,"
         ? 비혈연 6인 이상 가구 : 가족이 아닌 남남끼리 함께 사는 6인 이상의 가구(가구구분 항목 ⑤)"
,"
         ? 집단시설가구 : 기숙사나 노인요양시설?보육원 등 사회시설에 집단으로 살고 있는 가구"
,"
       - 외국인가구 : 외국인으로만 구성된 가구"
,"
 주2) 주택이외의 거처에는 오피스텔, 호텔·여관 등 숙박업소의 객실, 기숙사 및 특수 사회시설, 판잣집·비닐하우스 등이 있음"
,"
 주3) 파주시 진동면(3120021)의 (인구/가구/주택)은 파주시 군내면(3120038)에 포함"

[분류/항목 정보]
분류코드,분류/항목명,분류값,분류값명,단위,가중치
"'A","행정구역별(읍면동)","'3732040","구천면",,
"'A","행정구역별(읍면동)","'3732041","단밀면",,
"'A","행정구역별(읍면동)","'3732042","단북면",,
"'A","행정구역별(읍면동)","'3732043","안계면",,
"'A","행정구역별(읍면동)","'3732044","다인면",,
"'A","행정구역별(읍면동)","'3732045","신평면",,
"'A","행정구역별(읍면동)","'3732046","안평면",,
"'A","행정구역별(읍면동)","'3732047","안사면",,
"'A","행정구역별(읍면동)","'37330","청송군",,
"'A","행정구역별(읍면동)","'3733011","청송읍",,
"'A","행정구역별(읍면동)","'3733031","부동면",,
"'A","행정구역별(읍면동)","'3733032","부남면",,
"'A","행정구역별(읍면동)","'3733033","현동면",,
"'A","행정구역별(읍면동)","'3733034","현서면",,
"'A","행정구역별(읍면동)","'3733035","안덕면",,
"'A","행정구역별(읍면동)","'3733036","파천면",,
"'A","행정구역별(읍면동)","'3733037","진보면",,
"'A","행정구역별(읍면동)","'37340","영양군",,
"'A","행정구역별(읍면동)","'3734011","영양읍",,
"'A","행정구역별(읍면동)","'3734031","입암면",,
"'A","행정구역별(읍면동)","'3734032","청기면",,
"'A","행정구역별(읍면동)","'3734033","일월면",,
"'A","행정구역별(읍면동)","'3734034","수비면",,
"'A","행정구역별(읍면동)","'3734035","석보면",,
"'A","행정구역별(읍면동)","'37350","영덕군",,
"'A","행정구역별(읍면동)","'3735011","영덕읍",,
"'A","행정구역별(읍면동)","'3735031","강구면",,
"'A","행정구역별(읍면동)","'3735032","남정면",,
"'A","행정구역별(읍면동)","'3735033","달산면",,
"'A","행정구역별(읍면동)","'3735034","지품면",,
"'A","행정구역별(읍면동)","'3735035","축산면",,
"'A","행정구역별(읍면동)","'3735036","영해면",,
"'A","행정구역별(읍면동)","'3735037","병곡면",,
"'A","행정구역별(읍면동)","'3735038","창수면",,
"'A","행정구역별(읍면동)","'37360","청도군",,
"'A","행정구역별(읍면동)","'3736011","화양읍",,
"'A","행정구역별(읍면동)","'3736012","청도읍",,
"'A","행정구역별(읍면동)","'3736031","각남면",,
"'A","행정구역별(읍면동)","'3736032","풍각면",,
"'A","행정구역별(읍면동)","'3736033","각북면",,
"'A","행정구역별(읍면동)","'3736034","이서면",,
"'A","행정구역별(읍면동)","'3736035","운문면",,
"'A","행정구역별(읍면동)","'3736036","금천면",,
"'A","행정구역별(읍면동)","'3736037","매전면",,
"'A","행정구역별(읍면동)","'37370","고령군",,
"'A","행정구역별(읍면동)","'3737011","고령읍",,
"'A","행정구역별(읍면동)","'3737031","덕곡면",,
"'A","행정구역별(읍면동)","'3737032","운수면",,
"'A","행정구역별(읍면동)","'3737033","성산면",,
"'A","행정구역별(읍면동)","'3737034","다산면",,
"'A","행정구역별(읍면동)","'3737035","개진면",,
"'A","행정구역별(읍면동)","'3737036","우곡면",,
"'A","행정구역별(읍면동)","'3737037","쌍림면",,
"'A","행정구역별(읍면동)","'37380","성주군",,
"'A","행정구역별(읍면동)","'3738011","성주읍",,
"'A","행정구역별(읍면동)","'3738031","선남면",,
"'A","행정구역별(읍면동)","'3738032","용암면",,
"'A","행정구역별(읍면동)","'3738033","수륜면",,
"'A","행정구역별(읍면동)","'3738034","가천면",,
"'A","행정구역별(읍면동)","'3738035","금수면",,
"'A","행정구역별(읍면동)","'3738036","대가면",,
"'A","행정구역별(읍면동)","'3738037","벽진면",,
"'A","행정구역별(읍면동)","'3738038","초전면",,
"'A","행정구역별(읍면동)","'3738039","월항면",,
"'A","행정구역별(읍면동)","'37390","칠곡군",,
"'A","행정구역별(읍면동)","'3739011","왜관읍",,
"'A","행정구역별(읍면동)","'3739012","북삼읍",,
"'A","행정구역별(읍면동)","'3739013","석적읍",,
"'A","행정구역별(읍면동)","'3739031","지천면",,
"'A","행정구역별(읍면동)","'3739032","동명면",,
"'A","행정구역별(읍면동)","'3739033","가산면",,
"'A","행정구역별(읍면동)","'3739036","약목면",,
"'A","행정구역별(읍면동)","'3739037","기산면",,
"'A","행정구역별(읍면동)","'37400","예천군",,
"'A","행정구역별(읍면동)","'3740011","예천읍",,
"'A","행정구역별(읍면동)","'3740031","용문면",,
"'A","행정구역별(읍면동)","'3740032","상리면",,
"'A","행정구역별(읍면동)","'3740033","하리면",,
"'A","행정구역별(읍면동)","'3740034","감천면",,
"'A","행정구역별(읍면동)","'3740035","보문면",,
"'A","행정구역별(읍면동)","'3740036","호명면",,
"'A","행정구역별(읍면동)","'3740037","유천면",,
"'A","행정구역별(읍면동)","'3740038","용궁면",,
"'A","행정구역별(읍면동)","'3740039","개포면",,
"'A","행정구역별(읍면동)","'3740040","지보면",,
"'A","행정구역별(읍면동)","'3740041","풍양면",,
"'A","행정구역별(읍면동)","'37410","봉화군",,
"'A","행정구역별(읍면동)","'3741011","봉화읍",,
"'A","행정구역별(읍면동)","'3741031","물야면",,
"'A","행정구역별(읍면동)","'3741032","봉성면",,
"'A","행정구역별(읍면동)","'3741033","법전면",,
"'A","행정구역별(읍면동)","'3741034","춘양면",,
"'A","행정구역별(읍면동)","'3741035","소천면",,
"'A","행정구역별(읍면동)","'3741036","석포면",,
"'A","행정구역별(읍면동)","'3741037","재산면",,
"'A","행정구역별(읍면동)","'3741038","명호면",,
"'A","행정구역별(읍면동)","'3741039","상운면",,
"'A","행정구역별(읍면동)","'37420","울진군",,
"'A","행정구역별(읍면동)","'3742011","울진읍",,
"'A","행정구역별(읍면동)","'3742012","평해읍",,
"'A","행정구역별(읍면동)","'3742031","북면",,
"'A","행정구역별(읍면동)","'3742032","서면",,
"'A","행정구역별(읍면동)","'3742033","근남면",,
"'A","행정구역별(읍면동)","'3742034","원남면",,
"'A","행정구역별(읍면동)","'3742035","기성면",,
"'A","행정구역별(읍면동)","'3742036","온정면",,
"'A","행정구역별(읍면동)","'3742037","죽변면",,
"'A","행정구역별(읍면동)","'3742038","후포면",,
"'A","행정구역별(읍면동)","'37430","울릉군",,
"'A","행정구역별(읍면동)","'3743011","울릉읍",,
"'A","행정구역별(읍면동)","'3743031","서면",,
"'A","행정구역별(읍면동)","'3743032","북면",,
"'A","행정구역별(읍면동)","'38","경상남도",,
"'A","행정구역별(읍면동)","'38003","동부",,
"'A","행정구역별(읍면동)","'38004","읍부",,
"'A","행정구역별(읍면동)","'38005","면부",,
"'A","행정구역별(읍면동)","'38030","진주시",,
"'A","행정구역별(읍면동)","'3803011","문산읍",,
"'A","행정구역별(읍면동)","'3803031","내동면",,
"'A","행정구역별(읍면동)","'3803032","정촌면",,
"'A","행정구역별(읍면동)","'3803033","금곡면",,
"'A","행정구역별(읍면동)","'3803034","진성면",,
"'A","행정구역별(읍면동)","'3803035","일반성면",,
"'A","행정구역별(읍면동)","'3803036","이반성면",,
"'A","행정구역별(읍면동)","'3803037","사봉면",,
"'A","행정구역별(읍면동)","'3803038","지수면",,
"'A","행정구역별(읍면동)","'3803039","대곡면",,
"'A","행정구역별(읍면동)","'3803040","금산면",,
"'A","행정구역별(읍면동)","'3803041","집현면",,
"'A","행정구역별(읍면동)","'3803042","미천면",,
"'A","행정구역별(읍면동)","'3803043","명석면",,
"'A","행정구역별(읍면동)","'3803044","대평면",,
"'A","행정구역별(읍면동)","'3803045","수곡면",,
"'A","행정구역별(읍면동)","'3803051","망경동",,
"'A","행정구역별(읍면동)","'3803052","강남동",,
"'A","행정구역별(읍면동)","'3803053","칠암동",,
"'A","행정구역별(읍면동)","'3803054","성지동",,
"'A","행정구역별(읍면동)","'3803055","중앙동",,
"'A","행정구역별(읍면동)","'3803056","봉안동",,
"'A","행정구역별(읍면동)","'3803057","상봉동동",,
"'A","행정구역별(읍면동)","'3803058","상봉서동",,
"'A","행정구역별(읍면동)","'3803059","봉수동",,
"'A","행정구역별(읍면동)","'3803060","옥봉동",,
"'A","행정구역별(읍면동)","'3803061","상대1동",,
"'A","행정구역별(읍면동)","'3803062","상대2동",,
"'A","행정구역별(읍면동)","'3803063","하대1동",,
"'A","행정구역별(읍면동)","'3803064","하대2동",,
"'A","행정구역별(읍면동)","'3803065","상평동",,
"'A","행정구역별(읍면동)","'3803066","초장동",,
"'A","행정구역별(읍면동)","'3803067","평거동",,
"'A","행정구역별(읍면동)","'3803068","신안동",,
"'A","행정구역별(읍면동)","'3803069","이현동",,
"'A","행정구역별(읍면동)","'3803070","판문동",,
"'A","행정구역별(읍면동)","'3803071","가호동",,
"'A","행정구역별(읍면동)","'38050","통영시",,
"'A","행정구역별(읍면동)","'3805011","산양읍",,
"'A","행정구역별(읍면동)","'3805031","용남면",,
"'A","행정구역별(읍면동)","'3805032","도산면",,
"'A","행정구역별(읍면동)","'3805033","광도면",,
"'A","행정구역별(읍면동)","'3805034","욕지면",,
"'A","행정구역별(읍면동)","'3805035","한산면",,
"'A","행정구역별(읍면동)","'3805036","사량면",,
"'A","행정구역별(읍면동)","'3805051","도천동",,
"'A","행정구역별(읍면동)","'3805052","명정동",,
"'A","행정구역별(읍면동)","'3805053","중앙동",,
"'A","행정구역별(읍면동)","'3805054","정량동",,
"'A","행정구역별(읍면동)","'3805055","북신동",,
"'A","행정구역별(읍면동)","'3805056","무전동",,
"'A","행정구역별(읍면동)","'3805057","인평동",,
"'A","행정구역별(읍면동)","'3805058","미수1동",,
"'A","행정구역별(읍면동)","'3805059","미수2동",,
"'A","행정구역별(읍면동)","'3805060","봉평동",,
"'A","행정구역별(읍면동)","'3805061","도남동",,
"'A","행정구역별(읍면동)","'38060","사천시",,
"'A","행정구역별(읍면동)","'3806011","사천읍",,
"'A","행정구역별(읍면동)","'3806031","정동면",,
"'A","행정구역별(읍면동)","'3806032","사남면",,
"'A","행정구역별(읍면동)","'3806033","용현면",,
"'A","행정구역별(읍면동)","'3806034","축동면",,
"'A","행정구역별(읍면동)","'3806035","곤양면",,
"'A","행정구역별(읍면동)","'3806036","곤명면",,
"'A","행정구역별(읍면동)","'3806037","서포면",,
"'A","행정구역별(읍면동)","'3806051","동서동",,
"'A","행정구역별(읍면동)","'3806052","선구동",,
"'A","행정구역별(읍면동)","'3806053","동서금동",,
"'A","행정구역별(읍면동)","'3806055","벌룡동",,
"'A","행정구역별(읍면동)","'3806057","향촌동",,
"'A","행정구역별(읍면동)","'3806059","남양동",,
"'A","행정구역별(읍면동)","'38070","김해시",,
"'A","행정구역별(읍면동)","'3807011","진영읍",,
"'A","행정구역별(읍면동)","'3807031","장유면",,
"'A","행정구역별(읍면동)","'3807032","주촌면",,
"'A","행정구역별(읍면동)","'3807033","진례면",,
"'A","행정구역별(읍면동)","'3807034","한림면",,
"'A","행정구역별(읍면동)","'3807035","생림면",,
"'A","행정구역별(읍면동)","'3807036","상동면",,
"'A","행정구역별(읍면동)","'3807037","대동면",,
"'A","행정구역별(읍면동)","'3807051","동상동",,
"'A","행정구역별(읍면동)","'3807052","회현동",,
"'A","행정구역별(읍면동)","'3807053","부원동",,
"'A","행정구역별(읍면동)","'3807054","내외동",,
"'A","행정구역별(읍면동)","'3807055","북부동",,
"'A","행정구역별(읍면동)","'3807056","칠산서부동",,
"'A","행정구역별(읍면동)","'3807058","활천동",,
"'A","행정구역별(읍면동)","'3807059","삼안동",,
"'A","행정구역별(읍면동)","'3807060","불암동",,
"'A","행정구역별(읍면동)","'38080","밀양시",,
"'A","행정구역별(읍면동)","'3808011","삼랑진읍",,
"'A","행정구역별(읍면동)","'3808012","하남읍",,
"'A","행정구역별(읍면동)","'3808031","부북면",,
"'A","행정구역별(읍면동)","'3808032","상동면",,
"'A","행정구역별(읍면동)","'3808033","산외면",,
"'A","행정구역별(읍면동)","'3808034","산내면",,
"'A","행정구역별(읍면동)","'3808035","단장면",,
"'A","행정구역별(읍면동)","'3808036","상남면",,
"'A","행정구역별(읍면동)","'3808037","초동면",,
"'A","행정구역별(읍면동)","'3808038","무안면",,
"'A","행정구역별(읍면동)","'3808039","청도면",,
"'A","행정구역별(읍면동)","'3808051","내일동",,
"'A","행정구역별(읍면동)","'3808052","내이동",,
"'A","행정구역별(읍면동)","'3808053","교동",,
"'A","행정구역별(읍면동)","'3808054","삼문동",,
"'A","행정구역별(읍면동)","'3808055","가곡동",,
"'A","행정구역별(읍면동)","'38090","거제시",,
"'A","행정구역별(읍면동)","'3809031","일운면",,
"'A","행정구역별(읍면동)","'3809032","동부면",,
"'A","행정구역별(읍면동)","'3809033","남부면",,
"'A","행정구역별(읍면동)","'3809034","거제면",,
"'A","행정구역별(읍면동)","'3809035","둔덕면",,
"'A","행정구역별(읍면동)","'3809036","사등면",,
"'A","행정구역별(읍면동)","'3809037","연초면",,
"'A","행정구역별(읍면동)","'3809038","하청면",,
"'A","행정구역별(읍면동)","'3809039","장목면",,
"'A","행정구역별(읍면동)","'3809051","장승포동",,
"'A","행정구역별(읍면동)","'3809052","마전동",,
"'A","행정구역별(읍면동)","'3809053","능포동",,
"'A","행정구역별(읍면동)","'3809054","아주동",,
"'A","행정구역별(읍면동)","'3809055","옥포1동",,
"'A","행정구역별(읍면동)","'3809056","옥포2동",,
"'A","행정구역별(읍면동)","'3809057","장평동",,
"'A","행정구역별(읍면동)","'3809058","고현동",,
"'A","행정구역별(읍면동)","'3809059","상문동",,
"'A","행정구역별(읍면동)","'3809060","수양동",,
"'A","행정구역별(읍면동)","'38100","양산시",,
"'A","행정구역별(읍면동)","'3810012","물금읍",,
"'A","행정구역별(읍면동)","'3810031","동면",,
"'A","행정구역별(읍면동)","'3810032","원동면",,
"'A","행정구역별(읍면동)","'3810033","상북면",,
"'A","행정구역별(읍면동)","'3810034","하북면",,
"'A","행정구역별(읍면동)","'3810052","삼성동",,
"'A","행정구역별(읍면동)","'3810053","강서동",,
"'A","행정구역별(읍면동)","'3810054","서창동",,
"'A","행정구역별(읍면동)","'3810055","소주동",,
"'A","행정구역별(읍면동)","'3810056","평산동",,
"'A","행정구역별(읍면동)","'3810057","덕계동",,
"'A","행정구역별(읍면동)","'3810058","중앙동",,
"'A","행정구역별(읍면동)","'3810059","양주동",,
"'A","행정구역별(읍면동)","'38110","창원시",,
"'A","행정구역별(읍면동)","'38111","의창구",,
"'A","행정구역별(읍면동)","'3811111","동읍",,
"'A","행정구역별(읍면동)","'3811131","북면",,
"'A","행정구역별(읍면동)","'3811132","대산면",,
"'A","행정구역별(읍면동)","'3811151","의창동",,
"'A","행정구역별(읍면동)","'3811152","팔룡동",,
"'A","행정구역별(읍면동)","'3811153","명곡동",,
"'A","행정구역별(읍면동)","'3811154","봉림동",,
"'A","행정구역별(읍면동)","'3811155","용지동",,
"'A","행정구역별(읍면동)","'38112","성산구",,
"'A","행정구역별(읍면동)","'3811251","반송동",,
"'A","행정구역별(읍면동)","'3811252","중앙동",,
"'A","행정구역별(읍면동)","'3811253","상남동",,
"'A","행정구역별(읍면동)","'3811254","사파동",,
"'A","행정구역별(읍면동)","'3811255","가음정동",,
"'A","행정구역별(읍면동)","'3811256","성주동",,
"'A","행정구역별(읍면동)","'3811257","웅남동",,
"'A","행정구역별(읍면동)","'38113","마산합포구",,
